,year,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,age_ok
572,2005,Unprovoked,vanuatu,Swimming,7,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",Jun,Y,F,Unspecified,7
573,2005,Invalid,usa,Swimming,49,Invalid,Jun,,M,Unspecified,49
574,2005,Unprovoked,usa,Swimming,20,"Unknown, but it was reported that a shark tooth was recovered from the wound",Jun,N,M,Unspecified,20
575,2005,Invalid,usa,Surfing,17,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",Jun,,M,Unspecified,17
576,2005,Unprovoked,south africa,Spearfishing (Free diving),22,White shark,Jun,Y,M,White shark,22
577,2005,Unprovoked,usa,Swimming,33,"""small shark""",May,N,M,Unspecified,33
578,2005,Unprovoked,south africa,Surfing,32,Raggedtooth shark,May,N,M,Unspecified,32
579,2005,Unprovoked,usa,Surfing,47,"Tiger shark, 3 m [10']",May,N,M,Tiger shark,47
580,2005,Provoked,australia,Fishing,25,"Mako shark, 1.5 m [5'] ",Apr,N,M,Unspecified,25
581,2005,Unprovoked,australia,Surfing,40,Bronze whaler shark,Apr,N,M,Unspecified,40
582,2005,Unprovoked,south africa,Surfing,32,4 m [13'] shark,Mar,N,M,Unspecified,32
583,2005,Unprovoked,australia,Snorkeling,26,6 m [20'] white shark,Mar,Y,M,Unspecified,26
584,2005,Provoked,usa,Diving in aquarium display tank,45,"Sandtiger shark, 2.1 m [7'] ",Mar,N,M,Unspecified,45
585,2005,Boating,new zealand,Fishing from a kayak,39,White shark,Jan,N,M,White shark,39
586,2004,Unprovoked,australia,Scurfing (surfboard being  towed behind a boat),18,4.5 m & 5 m white shark ,Dec,Y,M,Unspecified,18
587,2004,Unprovoked,australia,Spearfishing,38,Bull shark,Dec,Y,M,Bull shark,38
588,2004,Unprovoked,south africa,Surfing,20,Raggedtooth shark,Nov,N,M,Unspecified,20
589,2004,Unprovoked,south africa,Swimming,77,6 m [20'] white shark,Nov,Y,F,Unspecified,77
590,2004,Unprovoked,usa,Surfing,38,5.5 m [18'] white shark,Nov,N,,Unspecified,38
591,2004,Unprovoked,cuba,Diving,40,2.5 m [8.25'] bull shark,Oct,N,M,Unspecified,40
592,2004,Unprovoked,south africa,Chumming for white sharks,52,2 m [6.75'] white shark,Oct,N,M,Unspecified,52
593,2004,Unprovoked,australia,Surfing,59,"Bronze whaler shark, 2.4 m [8'] ",Oct,N,M,Unspecified,59
594,2004,Unprovoked,usa,Spearfishing,34,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",Oct,N,M,Tiger shark,34
595,2004,Unprovoked,south africa,Surfing,34,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",Oct,N,M,Unspecified,34
596,2004,Unprovoked,reunion,Body boarding,15,Thought to involve a 2.5 m bull or tiger shark,Oct,N,M,Unspecified,15
597,2004,Unprovoked,usa,Surfing,26,White shark,Sep,N,M,White shark,26
598,2004,Unprovoked,usa,Jumping,17,2.4 m [8'] shark,Sep,N,F,Unspecified,17
599,2004,Unprovoked,brazil,Bathing,24,"Tiger shark, 1.5 m ",Aug,N,M,Tiger shark,24
600,2004,Unprovoked,usa,Diving,50,4.9 m to 5.5 m [16' to 18'] white shark,Aug,Y,M,Unspecified,50
601,2004,Unprovoked,usa,Swimming,47,1.2 m [4'] shark,Aug,N,M,Unspecified,47
602,2004,Unprovoked,usa,Swimming,13,1.8 m [6'] shark,Jul,N,F,Unspecified,13
603,2004,Unprovoked,usa,Swimming,19,1.2 m to 1.5 m [4' to 5'] shark,Jul,N,F,Unspecified,19
604,2004,Unprovoked,usa,Wading / fishing & carrying a bag of fish,11,Bull shark,Jul,N,M,Bull shark,11
605,2004,Unprovoked,australia,Surfing,30,"2 sharks, 4.5 m & 3 m ",Jul,Y,M,Unspecified,30
606,2004,Unprovoked,usa,Wading,7,4' to 5' shark,Jul,N,M,Unspecified,7
607,2004,Unprovoked,usa,Surfing,45,"9'2"" white shark",Jun,N,M,Unspecified,45
608,2004,Unprovoked,australia,Body boarding,17,"Bronze whaler shark, 2.5 m [8.25'] ",Jun,N,M,Unspecified,17
609,2004,Unprovoked,usa,Swimming,8,1.2 m [4'] shark,Jun,N,M,Unspecified,8
610,2004,Unprovoked,south africa,"Swimming, poaching perlemoen",21,White shark,Jun,Y,M,White shark,21
611,2004,Unprovoked,usa,Wading,16,0.9 m to 1.5 m [3' to 5'] shark,May,N,M,Unspecified,16
612,2004,Unprovoked,brazil,Swimming,17,Bull shark,May,N,M,Bull shark,17
613,2004,Unprovoked,usa,Surfing,44,2.4 m to 3.7 m [8' to 12'] shark,May,N,M,Unspecified,44
614,2004,Provoked,bahamas,Free diving & spearfishing,63,"1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)",May,N,M,Unspecified,63
615,2004,Unprovoked,usa,Tandem surfing,28,"Mako shark, 1.8 m [6']",May,N,M,Unspecified,28
616,2004,Unprovoked,usa,Surfing,57,Tiger shark,Apr,Y,M,Tiger shark,57
617,2004,Unprovoked,south africa,Surfing,16,5 m [16.5'] white shark,Apr,N,M,Unspecified,16
618,2004,Unprovoked,usa,Surfing,20,1.2 m [4'] bull shark,Mar,N,M,Unspecified,20
619,2004,Unprovoked,brazil,Body boarding,22,bull shark,Mar,N,M,Bull shark,22
620,2004,Unprovoked,reunion,Surfing,20,2.5 m shark,Mar,N,M,Unspecified,20
621,2004,Unprovoked,usa,Surfing,51,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Mar,N,M,Tiger shark,51
622,2004,Unprovoked,new zealand,Surfing,15,2 m [6.75'] sevengill  shark,Feb,N,M,Unspecified,15
623,2004,Invalid,australia,Free diving & spearfishing,31,Shark involvement not confirmed,Feb,,M,Unspecified,31
624,2004,Unprovoked,australia,Scuba diving,46,4 m to 5 m [13' to 16.5'] white shark,Jan,N,M,Unspecified,46
625,2004,Unprovoked,venezuela,Spearfishing,40,"Bull shark, 132-kg [291-lb] ",Jan,N,M,Bull shark,40
626,2003,Unprovoked,south africa,Spearfishing,21,"Tiger shark, 4 m [13']  ?",Nov,Y,M,Tiger shark,21
627,2003,Unprovoked,usa,Surfing,35,4' shark,Nov,N,F,Unspecified,35
628,2003,Unprovoked,usa,Surfing,18,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,18
629,2003,Unprovoked,australia,Surfing,22,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",Oct,N,M,Unspecified,22
630,2003,Unprovoked,usa,Surfing,13,"Tiger shark, 14' ",Oct,N,F,Tiger shark,13
631,2003,Invalid,usa,Snorkeling,56,Shark involvement not confirmed,Oct,,M,Unspecified,56
632,2003,Unprovoked,usa,Surfing,19,1.2 m [4'] shark,Oct,N,M,Unspecified,19
633,2003,Unprovoked,usa,Wading near a fishing net,41,"1.2 m [4'] ""grey-colored shark""",Oct,N,F,Unspecified,41
634,2003,Unprovoked,usa,Surfing,30,3' shark,Sep,N,M,Unspecified,30
635,2003,Invalid,usa,Swimming,8 or 10,Shark involvement doubtful,Sep,,F,Unspecified,8
636,2003,Unprovoked,usa,Body boarding,18,6' shark,Sep,N,M,Unspecified,18
637,2003,Unprovoked,usa,"Standing, stepped on shark",15,7' shark,Sep,N,M,Unspecified,15
638,2003,Unprovoked,south africa,Body boarding,19,White shark,Sep,Y,M,White shark,19
639,2003,Unprovoked,usa,"Swimming, wearing black wetsuit & swim fins",50,4.5 m to 5.5 m [15' to 18'] white shark,Aug,Y,F,Unspecified,50
640,2003,Invalid,usa,Swimming,31,Shark involvement not confirmed,Aug,,M,Unspecified,31
641,2003,Unprovoked,south africa,Sitting on surfboard,16,3.5 m [11.5'] white shark,Aug,N,M,Unspecified,16
642,2003,Unprovoked,bahamas,Spearfishing,58,Unidentified species,Jul,N,M,Unspecified,58
643,2003,Provoked,usa,"Walking, carrying surfboard & stepped on shark",10,2' shark,Jul,N,M,Unspecified,10
644,2003,Unprovoked,bahamas,Spearfishing,39,2.1 m  [7'] bull shark,Jul,N,M,Unspecified,39
645,2003,Unprovoked,usa,Surfing,17,Unidentified species,Jun,N,M,Unspecified,17
646,2003,Unprovoked,usa,Surfing,15,106 cm [3.5']  shark,Jun,N,M,Unspecified,15
647,2003,Unprovoked,usa,Standing,12,small brown shark,Jun,N,F,Unspecified,12
648,2003,Unprovoked,usa,Swimming with pod of dolphins,60,3.7 m to 4.3 m [12' to 14'] shark,Jun,N,M,Unspecified,60
649,2003,Unprovoked,usa,Surfing ,33,"""sand shark""",Jun,N,M,Unspecified,33
650,2003,Unprovoked,usa,Wading,22,3' to 5' shark,May,N,M,Unspecified,22
651,2003,Unprovoked,usa,Swimming,20,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,May,N,M,Unspecified,20
652,2003,Provoked,usa,Surfing,34,4' to 5' shark,May,N,M,Unspecified,34
653,2003,Unprovoked,brazil,Surfing,17,Bull shark,Apr,N,M,Bull shark,17
654,2003,Unprovoked,usa,Surfing,36,Unidentified species,Apr,N,M,Unspecified,36
655,2003,Unprovoked,usa,Surfing,17,Unidentified species,Apr,N,M,Unspecified,17
656,2003,Unprovoked,usa,Surfing,30,Unidentified species,Apr,N,M,Unspecified,30
657,2003,Unprovoked,usa,Surfing,23,0.9 m to 1.2 m [3' to 4'] shark,Apr,N,M,Unspecified,23
658,2003,Unprovoked,usa,Surfing,18,Unidentified species,Apr,N,M,Unspecified,18
659,2003,Unprovoked,usa,Jumping,11,A small shark,Apr,N,M,Unspecified,11
660,2003,Unprovoked,usa,Surfing,12,Unidentified species,Apr,N,M,Unspecified,12
661,2003,Unprovoked,usa,Swimming (using a float),20,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee",Apr,N,M,Unspecified,20
662,2003,Unprovoked,venezuela,Surfing,28,"Mako shark, 3 m [10']",Apr,N,M,Unspecified,28
663,2003,Unprovoked,usa,Surfing,50,4' to 5' shark,Apr,N,M,Unspecified,50
664,2003,Unprovoked,new zealand,Scuba diving,44,2.5 m [8.25'] white shark,Feb,N,M,Unspecified,44
665,2003,Unprovoked,australia,Wading,37,"""a small shark""",Feb,N,M,Unspecified,37
666,2003,Unprovoked,usa,Swimming,54,Species unidentified,Feb,N,M,Unspecified,54
667,2003,Unprovoked,australia,Swimming,24,Thought to involve a 2 m [6.75'] grey nurse shark,Feb,N,M,Unspecified,24
668,2003,Unprovoked,australia,Swimming,84,Thought to involve a >2 m [6.75'] bull shark,Feb,Y,M,Unspecified,84
669,2003,Invalid,south africa,Unknown,14,Shark involvement prior to death was not confirmed,Jan,,M,Unspecified,14
670,2002,Unprovoked,south africa,Snorkeling,25,"White shark, 4 m white shark",Dec,N,M,White shark,25
671,2002,Unprovoked,australia,Swimming,23,Bull shark,Dec,Y,M,Bull shark,23
672,2002,Unprovoked,usa,Body boarding,48,3 m to 4.5 m [10' to 15'] white shark,Nov,N,M,Unspecified,48
673,2002,Unprovoked,usa,Swimming,34,2.4 m to 3 m [8' to 10'] grey colored shark,Nov,N,F,Unspecified,34
674,2002,Unprovoked,turks & caicos,Snorkeling,41,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,Nov,N,F,Unspecified,41
675,2002,Unprovoked,usa,Surfing,21,6' shark,Nov,N,M,Unspecified,21
676,2002,Unprovoked,usa,Boogie boarding,16,3' to 4' shark,Nov,N,M,Unspecified,16
677,2002,Unprovoked,usa,Swimming,60,A small shark,Oct,N,F,Unspecified,60
678,2002,Unprovoked,brazil,Swimming,36,Possibly a bull shark or tiger shark,Oct,Y,M,Unspecified,36
679,2002,Unprovoked,usa,Surfing,14,Blacktip or spinner shark,Oct,N,M,Unspecified,14
680,2002,Unprovoked,usa,Surfing,35,3.5' to 4.5' shark,Oct,N,M,Unspecified,35
681,2002,Unprovoked,usa,Surfing,18,3.5' to 4' shark,Oct,N,M,Unspecified,18
682,2002,Unprovoked,usa,Surfing,47,4' to 5' shark,Sep,N,M,Unspecified,47
683,2002,Unprovoked,usa,Fishing from Surfboard,55,1.2 m [4'] blacktip shark,Sep,N,M,Unspecified,55
684,2002,Provoked,usa,Fishing,  ,1.8 m [6'] blacktip shark,Sep,N,M,Unspecified,
685,2002,Provoked,tonga,Swimming, ,"Tiger shark, 1.5 m [5']k",Sep,N,M,Tiger shark,
686,2002,Unprovoked,usa,Boogie boarding or Surfing,24,2.4 m [8'] shark,Sep,N,M,Unspecified,24
687,2002,Unprovoked,usa,Surfing,35,3 m to 3.7 m [10' to 12'] shark,Sep,N,M,Unspecified,35
688,2002,Unprovoked,brazil,Swimming,19,Bull or tiger shark,Sep,N,M,Bull shark,19
689,2002,Unprovoked,south africa,Surf skiing,47,White shark,Sep,N,M,White shark,47
690,2002,Unprovoked,usa,Boogie boarding,20,4' to 6' shark,Sep,N,M,Unspecified,20
691,2002,Provoked,usa,"Wading, when he stepped on the shark",36,1' to 2' hammerhead or bonnethed shark,Sep,N,M,Unspecified,36
692,2002,Unprovoked,usa,Surfing,16,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,M,Tiger shark,16
693,2002,Unprovoked,usa,Surfing,27,0.9 m  to 1.2 m [3' to 4'] shark,Aug,N,M,Unspecified,27
694,2002,Unprovoked,usa,Surfing,15,"Nurse shark, 1.5 m [5'] ",Aug,N,M,Unspecified,15
695,2002,Unprovoked,usa,Standing,14,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,14
696,2002,Unprovoked,usa,Surfing,13,1.2 m [4'] blacktip or sandbar shark,Jul,N,M,Unspecified,13
697,2002,Unprovoked,usa,Swimming,15,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",Jul,N,F,Bull shark,15
698,2002,Provoked,usa,Shark Fishing,41,"Mako shark, 400-lb ",Jul,Y,M,Unspecified,41
699,2002,Unprovoked,brazil,Surfing,22,Bull or tiger shark,Jul,N,M,Bull shark,22
700,2002,Unprovoked,usa,Standing,9,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",Jul,N,F,Unspecified,9
701,2002,Unprovoked,usa,Surfing,28,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,Jun,N,M,Unspecified,28
702,2002,Unprovoked,usa,Surfing,50,  ,Jun,N,M,Unspecified,50
703,2002,Unprovoked,south africa,Snorkeling (filming the sardine run),50,1.5 to 2.5 m [5' to 8.25'] copper shark,Jun,N,M,Unspecified,50
704,2002,Unprovoked,usa,Surfing,24,3.7 m to 4.3 m [12' to 14'] white shark,May,N,M,Unspecified,24
705,2002,Unprovoked,usa,Floating on a raft,16,1 m  shark,May,N,M,Unspecified,16
706,2002,Provoked,usa,"Fishing, removing the shark from his line",55,3' blacktip shark,May,N,M,Unspecified,55
707,2002,Unprovoked,australia,Scallop diving (using surface-supplied air & a POD) ,23,"White shark, 6m [20']",Apr,Y,M,White shark,23
708,2002,Unprovoked,usa,"Surfing, but standing in water alongside board",34,1.2 m [4'] shark,Apr,N,M,Unspecified,34
709,2002,Unprovoked,bahamas,Standing,43,"Bull shark, 400-lb ",Apr,N,M,Bull shark,43
710,2002,Unprovoked,usa,Wading,41,3'  shark,Apr,N,M,Unspecified,41
711,2002,Unprovoked,usa,Swimming / Wading,29,0.9 m [3'] shark,Apr,N,M,Unspecified,29
712,2002,Unprovoked,usa,Body-boarding,17,Tiger shark,Mar,N,M,Tiger shark,17
713,2002,Unprovoked,usa,Wading,11,  ,Mar,N,F,Unspecified,11
714,2002,Unprovoked,usa,Swimming /  boogie boarding,20,4' shark,Mar,N,M,Unspecified,20
715,2002,Unprovoked,usa,Snorkeling,39,"Nurse shark, 1m ",Mar,N,M,Unspecified,39
716,2002,Unprovoked,usa,Surfing,31,"Spinner shark, 3' to 4' ",Mar,N,M,Unspecified,31
717,2002,Unprovoked,australia,Surfing,30 or 36,"1.5 m [5'] ""whaler shark""",Feb,N,M,Unspecified,30
718,2002,Boating,australia,Kayaking,35,C. leucas tooth fragment recovered from kayak,Feb,N,M,Unspecified,35
719,2002,Unprovoked,australia,Surfing,20,"Tiger shark, 3 m [10']",Jan,N,M,Tiger shark,20
720,2002,Unprovoked,south africa,Fishing,16,Zambesi shark?,Jan,N,M,Unspecified,16
721,2002,Unprovoked,south africa,Surf skiing,26,Unidentified,Jan,N,M,Unspecified,26
722,2002,Unprovoked,usa,Snorkeling,35,"Tiger shark, 1.8 m [6'] ",Jan,N,M,Tiger shark,35
723,2001,Unprovoked,australia,Snorkeling,20,Bronze whaler shark?,Oct,N,F,Unspecified,20
724,2001,Unprovoked,mexico,Body surfing,26,"Tiger shark, 1.8 m [6']",Sep,N,M,Tiger shark,26
725,2001,Provoked,usa,"Surfing, fell off surfboard & stepped on the shark.",21,4' shark,Sep,N,M,Unspecified,21
726,2001,Invalid,usa,Wreck / Technical diving,42,Questionable incident - shark bite may have precipitated drowning,Sep,Y,M,Unspecified,42
727,2001,Unprovoked,usa,Boogie boarding,6½,2' to 3.5' shark,Sep,N,M,Unspecified,6
728,2001,Unprovoked,usa,Swimming ,28,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,Y,M,Unspecified,28
729,2001,Unprovoked,usa,Swimming,23,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,N,F,Unspecified,23
730,2001,Unprovoked,usa,Wading,20,1.5 m [5'] shark,Sep,N,M,Unspecified,20
731,2001,Unprovoked,usa,Swimming ,10,bull shark,Sep,Y,M,Bull shark,10
732,2001,Unprovoked,bahamas,Spearfishing,44,3 m [10'] bull shark,Aug,N,M,Unspecified,44
733,2001,Unprovoked,usa,Surfing,17,a small shark,Aug,N,M,Unspecified,17
734,2001,Unprovoked,usa,Surfing,20,Possibly  a blacktip or spinner shark,Aug,N,M,Unspecified,20
735,2001,Unprovoked,usa,Surfing,19,"3' shark, possibly  a blacktip or spinner shark",Aug,N,M,Unspecified,19
736,2001,Unprovoked,usa,Surfing,19,"Blacktip shark, 5' to 6' ",Aug,N,M,Unspecified,19
737,2001,Unprovoked,bahamas,Spearfishing,43,1.9 m [6.5'] bull shark,Aug,N,M,Unspecified,43
738,2001,Unprovoked,usa,Boogie boarding,18,0.9 m  [3'] shark,Jul,N,M,Unspecified,18
739,2001,Unprovoked,usa,Swimming,8,"Bull shark, 2.3 m [7.5'] ",Jul,N,M,Bull shark,8
740,2001,Provoked,usa,Spearfishing,52,"White shark, 2.4 m to 3 m [8' to 10'] ",Jun,N,M,White shark,52
741,2001,Unprovoked,usa,Wading,29,2' shark,Jun,N,F,Unspecified,29
742,2001,Unprovoked,usa,Surfing,45,1.2 m to 1.5 m [4' to 5'] shark,May,N,M,Unspecified,45
743,2001,Unprovoked,usa,Surfing,12,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,12
744,2001,Unprovoked,usa,Surfing,21,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,21
745,2001,Unprovoked,usa,Body boarding,12,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,12
746,2001,Unprovoked,usa,Surfing,22,Possibly a 1.5 m [5'] blacktip or spinner shark,Apr,N,M,Unspecified,22
747,2001,Unprovoked,usa,Surfing,19,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,19
748,2001,Unprovoked,south africa,Surfing,46,"White shark, 2.7 m [9'] ",Apr,N,M,White shark,46
749,2001,Unprovoked,usa,Standing alongside surfboard,26,"""small shark""",Apr,N,M,Unspecified,26
750,2001,Unprovoked,australia,Surfing,40,Bronze whaler shark,Apr,N,M,Unspecified,40
751,2001,Unprovoked,australia,Surfing,40,"Bronze whaler shark, 2.5 m [8.25']  k",Feb,N,M,Unspecified,40
752,2000,Unprovoked,fiji,Swimming back from anchored sailboat,47,6 m [20'] shark,Dec,Y,M,Unspecified,47
753,2000,Unprovoked,australia,Spearfishing,38,"Bronze whaler shark, 2.5 m [8.25'] ",Dec,N,M,Unspecified,38
754,2000,Unprovoked,usa,Swimming,73,1.2 m to 1.8 m [4' to 6'] shark,Nov,N,M,Unspecified,73
755,2000,Unprovoked,australia,Swimming,52,"White shark, 4.9 m [16'] ",Nov,N,M,White shark,52
756,2000,Unprovoked,australia,Swimming,49,"White shark, 5 m [16.5'] ",Nov,Y,M,White shark,49
757,2000,Unprovoked,usa,Surfing,27,"White shark, 2.4 m to 3 m [8' to 10'] ",Nov,N,M,White shark,27
758,2000,Unprovoked,usa,Swimming / snorkeling,56,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,F,Tiger shark,56
759,2000,Unprovoked,usa,Surfing,17,2.1 to 2.4 m [7' to 8'] shark,Oct,N,M,Unspecified,17
760,2000,Unprovoked,usa,Surfing,23,"Blacktip shark, 2' ",Oct,N,M,Unspecified,23
761,2000,Unprovoked,australia,Surfing,17,White shark,Sep,Y,M,White shark,17
762,2000,Unprovoked,australia,Surfing,25,"White shark, 4 m to 5 m [13' to 16.5'] ",Sep,Y,M,White shark,25
763,2000,Unprovoked,okinawa,Surfing,31,"White shark, 2.5 m ",Sep,Y,M,White shark,31
764,2000,Unprovoked,usa,Swimming / Body surfing,25,60 cm to 90 cm [2' to 3'] shark,Sep,N,M,Unspecified,25
765,2000,Unprovoked,south africa,Free diving,48,"White shark, 3.5 m [11.5']  male ",Sep,N,M,White shark,48
766,2000,Unprovoked,usa,Wading,40,1.5 m [5'] shark,Sep,N,M,Unspecified,40
767,2000,Unprovoked,reunion,Surfing,27,"Tiger shark, 3 m [10'] ",Sep,N,M,Tiger shark,27
768,2000,Unprovoked,usa,Swimming,47,A 2' shark was seen in the area by witnesses,Aug,N,M,Unspecified,47
769,2000,Unprovoked,usa,Jumped into the water,69,"Thought to involve a 2.7 m [9'], 400-lb bull shark",Aug,Y,M,Unspecified,69
770,2000,Unprovoked,usa,"Windsurfing, but sitting on his board",53,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",Aug,N,M,Tiger shark,53
771,2000,Unprovoked,usa,Surfing / Wading,27,juvenile shark,Aug,N,M,Unspecified,27
772,2000,Unprovoked,usa,Standing,44,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,F,Unspecified,44
773,2000,Unprovoked,usa,Playing,12,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",Jul,N,F,Tiger shark,12
774,2000,Unprovoked,usa,"Spearfishing, holding mesh bag with speared fish",55,"Nurse shark, 1.2 m [4'] ",Jul,N,F,Unspecified,55
775,2000,Unprovoked,usa,Wading,13,0.9 m [3'] shark,Jul,N,F,Unspecified,13
776,2000,Unprovoked,usa,Standing,19,"0.9 m [3'] shark,  probably a blacktip or spinner shark",Jul,N,F,Unspecified,19
777,2000,Unprovoked,usa,Surfing,17,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",Jun,N,M,Unspecified,17
778,2000,Unprovoked,usa,Swimming,55,Bull shark?,Jun,N,M,Bull shark,55
779,2000,Unprovoked,usa,Swimming ,44,Bull shark,Jun,N,M,Bull shark,44
780,2000,Unprovoked,australia,Swimming,26,2.5 m shark,Mar,N,M,Unspecified,26
781,2000,Unprovoked,usa,Boogie boarding,14,1.8 m [6'] shark,Mar,N,F,Unspecified,14
782,2000,Unprovoked,usa,Surfing,37,1.2 m [4'] shark,Mar,N,M,Unspecified,37
783,2000,Unprovoked,new caledonia,Spearfishing,35,Tiger shark?,Mar,Y,M,Tiger shark,35
784,2000,Unprovoked,usa,Spearfishing,39,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",,N,M,Unspecified,39
785,1999,Invalid,brazil,Spearfishing,39,Shark involvement not confirmed,Dec,N,M,Unspecified,39
786,1999,Unprovoked,usa,Swimming,51,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Nov,N,F,Tiger shark,51
787,1999,Unprovoked,brazil,"Spearfishing, but swimming at surface",39,1.3 to 1.6 m shark,Nov,N,M,Unspecified,39
788,1999,Unprovoked,usa,"Surfing, lying on surfboard",16,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,M,Tiger shark,16
789,1999,Unprovoked,usa,Kayaking,37,White shark,Sep,N,M,White shark,37
790,1999,Unprovoked,usa,Surfing,28,"""a small shark""",Aug,N,M,Unspecified,28
791,1999,Unprovoked,marshall islands,Fishing,23,7' shark,Aug,N,M,Unspecified,23
792,1999,Unprovoked,usa,Lying prone in 2' of water,10,1.8 m [6'] shark,Aug,N,M,Unspecified,10
793,1999,Unprovoked,usa,Body surfing,62,4' to 5' shark,Aug,N,M,Unspecified,62
794,1999,Unprovoked,bahamas,Spearfishing & holding catch,35,2.7 m [9']  bull shark or Caribbean reef shark,Aug,N,M,Unspecified,35
795,1999,Unprovoked,south africa,Surfing,42,"White shark, 3 m to 5 m [10' to 16.5'] ",Jul,N,M,White shark,42
796,1999,Unprovoked,usa,Swimming with dolphins,43,"Bull shark, 2.1 m [7']",Jul,N,M,Bull shark,43
797,1999,Unprovoked,usa,Surfing,43,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Jul,N,M,Tiger shark,43
798,1999,Unprovoked,south africa,Boogie boarding,14,White shark,Jul,Y,M,White shark,14
799,1999,Unprovoked,usa,Wading in school of baitfish,30,"Blacktip shark, 1.8 m [6'] ",Jul,N,F,Unspecified,30
800,1999,Unprovoked,south africa,Surfing,29,"White shark, 4 m [13'] ",Jul,N,M,White shark,29
801,1999,Unprovoked,usa,Surfing,21,3' to 4' shark,Jun,N,M,Unspecified,21
802,1999,Unprovoked,usa,Splashing / wading,5,Blacktip or spinner shark,Jun,N,M,Unspecified,5
803,1999,Unprovoked,australia,Windsurfing,22,Thought to involve a white shark,May,Y,M,Unspecified,22
804,1999,Unprovoked,brazil,Surfing,21,"Tiger shark, 2.5 m [8.25']",May,N,M,Tiger shark,21
805,1999,Unprovoked,mauritius,Swimming,41,"Grey reef shark, 1.5 m ",Apr,N,F,Grey shark,41
806,1999,Unprovoked,reunion,Swimming after being swept into sea by a large wave,52,3 bull sharks,Apr,Y,M,Unspecified,52
807,1999,Unprovoked,usa,Swimming near pod of whales,29,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,Mar,N,F,Unspecified,29
808,1999,Unprovoked,australia,Surfing,35,Bronze whaler or tiger shark,Feb,N,M,Unspecified,35
809,1999,Unprovoked,usa,Surfing,25,Spinner shark,Feb,N,M,Unspecified,25
810,1999,Unprovoked,south africa,Spearfishing,30,"White shark, 4.6 m [15'] ",,N,M,White shark,30
811,1998,Unprovoked,south africa,Surfing,18,Possibly a white shark,,N,M,Unspecified,18
812,1998,Unprovoked,usa,Swimming,9,Tiger shark,Nov,Y,M,Tiger shark,9
813,1998,Unprovoked,usa,Surfing,14,1.2 m [4'] shark,Nov,N,M,Unspecified,14
814,1998,Unprovoked,usa,Walking,13,"A ""small shark""",Nov,N,M,Unspecified,13
815,1998,Unprovoked,brazil,Surfing,22,Though to involve a white shark,Nov,Y,M,Unspecified,22
816,1998,Unprovoked,usa,Surfing,26,3' to 4' shark,Aug,N,M,Unspecified,26
817,1998,Unprovoked,usa,Boogie boarding,16,"White shark, 5 m to 6 m [16.5' to 20'] ",Aug,N,M,White shark,16
818,1998,Unprovoked,bahamas,Spearfishing,28,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",Aug,N,M,Unspecified,28
819,1998,Unprovoked,south africa,Spearfishing,24,"White shark, 4.9 m [16']",Aug,N,M,White shark,24
820,1998,Unprovoked,south africa,Surfing,16,5' to 6' shark,Jul,N,M,Unspecified,16
821,1998,Unprovoked,australia,Free diving for abalone,26,Thought to involve a 5.5 m white shark named Kong,Jun,Y,M,Unspecified,26
