,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,year,age_ok
288,Unprovoked,australia,Spearfishing,34,Allegedly a 4 m tiger shark,Jan,N,M,Unspecified,2012,34.0
289,Unprovoked,australia,Surfing,51,"White shark, 2.5m",Dec,N,M,White shark,2011,51.0
290,Unprovoked,australia,Swimming,10,Wobbegong shark?,Nov,N,M,Unspecified,2011,10.0
291,Unprovoked,australia,Diving,32,"White shark, 10'",Oct,Y,M,White shark,2011,32.0
292,Unprovoked,australia,Diving,50,"Port Jackson shark, 1m",Oct,N,M,Unspecified,2011,50.0
293,Invalid,usa,Surfing,27,No shark involvement,Sep,Unknown,M,Unspecified,2011,27.0
294,Unprovoked,south africa,Swimming,43,White shark,Sep,N,M,White shark,2011,43.0
295,Unprovoked,usa,Spearfishing,21,"Bull shark, 6'",Sep,N,M,Bull shark,2011,21.0
296,Unprovoked,usa,Surfing,25,4' to 6' shark,Sep,N,M,Unspecified,2011,25.0
297,Unprovoked,papua new guinea,Kite Surfing,30,"Tiger shark, 2m",Sep,N,M,Tiger shark,2011,30.0
298,Unprovoked,australia,Body boarding,21,White shark,Sep,Y,M,White shark,2011,21.0
299,Unprovoked,usa,Surfing,19,"6' shark, possibly a blactip or spinner shark",Sep,N,M,Unspecified,2011,19.0
300,Unprovoked,usa,Surfing,19,6' shark,Aug,N,M,Unspecified,2011,19.0
301,Invalid,australia,Swimming,48,Shark involvement prior to death not confirmed,Aug,Unknown,M,Unspecified,2011,48.0
302,Unprovoked,south africa,Surfing,49,"White shark, >6'",Aug,Y,M,White shark,2011,49.0
303,Unprovoked,usa,Wading,20s,Possibly a 5' to 6' sandtiger shark,Aug,N,F,Unspecified,2011,20.0
304,Unprovoked,russia,Swimming,25,4 m shark,Aug,N,M,Unspecified,2011,25.0
305,Unprovoked,french polynesia,Surfing,32,Grey reef shark ,Aug,N,M,Grey shark,2011,32.0
306,Unprovoked,seychelles,Swimming or Snorkeling,30,"Bull shark, 6'",Aug,Y,M,Bull shark,2011,30.0
307,Unprovoked,south africa,Surfing,29,"White shark, 3m to 4m",Jul,N,M,White shark,2011,29.0
308,Unprovoked,south africa,Scuba diving,22,"Bull shark, 3m female",Jun,N,M,Bull shark,2011,22.0
309,Unprovoked,usa,Playing in the surf,10,"Bull shark, 6'",Jun,N,F,Bull shark,2011,10.0
310,Unprovoked,usa,Scuba diving,28,"Blacktip shark, 4'",Jun,N,M,Unspecified,2011,28.0
311,Unprovoked,usa,Wading,19,3' to 4' shark,Jun,N,M,Unspecified,2011,19.0
312,Unprovoked,south africa,Spearfishing,28,Zambesi shark,May,Y,M,Unspecified,2011,28.0
313,Unprovoked,new caledonia,Kite Boarding,15," Tiger shark, 2.8m",May,Y,M,Tiger shark,2011,15.0
314,Unprovoked,australia,Washing sand off a speared fish,17,"reef shark, 1.5m",Apr,N,M,Unspecified,2011,17.0
315,Unprovoked,usa,Surfing ,49,1' to 2' shark,Apr,N,M,Unspecified,2011,49.0
316,Unprovoked,new zealand,Surfing,41,possibly a bronze whaler shark,Apr,N,M,Unspecified,2011,41.0
317,Unprovoked,australia,Surfing,48,"Bull shark, 2.5m",Mar,N,M,Bull shark,2011,48.0
318,Unprovoked,australia,Wakeboarding,24,3 m to 4 m shark,Mar,N,F,Unspecified,2011,24.0
320,Unprovoked,new caledonia,Spearfishing,21,1.5 m shark,Feb,N,M,Unspecified,2011,21.0
321,Unprovoked,australia,Diving for abalone,49,White shark x 2,Feb,Y,M,White shark,2011,49.0
322,Unprovoked,mexico,Swimming,38,6' shark,Jan,N,F,Unspecified,2011,38.0
323,Unprovoked,bahamas,Scuba diving,55,Caribbean reef shark,Jan,N,M,Unspecified,2011,55.0
324,Invalid,australia,Swimming,7,Shark involvement not confirmed,Jan,Unknown,F,Unspecified,2011,7.0
325,Unprovoked,usa,Body boarding,16,6' shark,Dec,N,M,Unspecified,2010,16.0
326,Unprovoked,egypt,Snorkeling,70,"Oceanic whitetip shark, 2.5m ",Dec,Y,F,Unspecified,2010,25.0
327,Unprovoked,egypt,Snorkeling,54,Mako shark ,Dec,N,M,Unspecified,2010,54.0
328,Unprovoked,egypt,Snorkeling,46,Mako shark,Dec,N,M,Unspecified,2010,46.0
329,Unprovoked,egypt,Snorkeling,70,"Oceanic whitetip shark, 2.5m, female",Nov,N,F,Unspecified,2010,25.0
330,Unprovoked,egypt,Snorkeling,48,"Oceanic whitetip shark, 2.5m, female",Nov,N,F,Unspecified,2010,48.0
331,Unprovoked,australia,Snorkeling,20,White shark,Oct,N,F,White shark,2010,20.0
332,Unprovoked,usa,Scuba diving,30,"Porbeagle shark, 8' ",Oct,N,M,Unspecified,2010,30.0
333,Unprovoked,usa,Body boarding,19,"White shark, 14' to 18' ",Oct,Y,M,White shark,2010,19.0
334,Unprovoked,australia,Surfing,22,"Bull shark, 1.4m ",Oct,N,M,Bull shark,2010,22.0
335,Unprovoked,usa,Surfing,29,White shark,Sep,N,M,White shark,2010,29.0
337,Unprovoked,australia,Surfing,31,White shark,Aug,Y,M,White shark,2010,31.0
338,Unprovoked,usa,Standing,37,3' to 4' shark,Aug,N,F,Unspecified,2010,37.0
339,Unprovoked,usa,Swimming,10,Possibly a small blacktip shark,Jul,N,M,Unspecified,2010,10.0
340,Unprovoked,usa,Swimming,13,"Sandtiger shark, 4' to 5'",Jul,N,F,Unspecified,2010,13.0
341,Provoked,spain,Swimming,9,Angel shark,Jul,N,M,Unspecified,2010,9.0
342,Provoked,usa,Fishing,20,"Blue shark, 7'",Jul,N,M,Unspecified,2010,20.0
343,Unprovoked,usa,Surfing,19,4' shark,Jul,N,M,Unspecified,2010,19.0
344,Unprovoked,usa,Stand-Up Paddleboarding,48,8' shark,Jul,N,M,Unspecified,2010,48.0
345,Unprovoked,vietnam,Swimming,17,1 m shark,Jun,N,M,Unspecified,2010,17.0
346,Unprovoked,usa,Boogie Boarding,18,4' shark,Jun,N,F,Unspecified,2010,18.0
347,Provoked,usa,Fishing,49,"Lemon shark, 4'",May,N,M,Lemon shark,2010,49.0
348,Unprovoked,vietnam,Rescuing,58,20 to 30kg shark,May,N,F,Unspecified,2010,58.0
349,Unprovoked,vietnam,Swimming,60,20 to 30kg shark,May,N,F,Unspecified,2010,60.0
350,Unprovoked,usa,Wading,10,4' shark,May,N,F,Unspecified,2010,10.0
351,Provoked,usa,Measuring sharks,29,"Lemon shark, 6'",Apr,N,M,Lemon shark,2010,29.0
352,Unprovoked,usa,Surfing,68,14' shark,Apr,N,M,Unspecified,2010,25.0
353,Unprovoked,south africa,Surfing,35,2 m shark,Apr,N,M,Unspecified,2010,35.0
354,Unprovoked,egypt,Swimming / treading water,24,"Oceanic whitetip shark, 6'",Apr,N,M,Unspecified,2010,24.0
356,Unprovoked,australia,Snorkeling,60,2 m shark,Feb,N,F,Unspecified,2010,60.0
357,Unprovoked,australia,Surfing,46,"Wobbegong shark, 1.6m",Feb,N,M,Unspecified,2010,46.0
358,Unprovoked,australia,Body boarding,18,"White shark, 2.5m",Feb,N,M,White shark,2010,18.0
359,Invalid,guam,Spearfishing (free diving),31,Invalid,Feb,Unknown,M,Unspecified,2010,31.0
360,Provoked,new zealand,Boogie Boarding,14,1.5 m shark,Feb,N,F,Unspecified,2010,14.0
361,Unprovoked,south africa,Standing,37,White shark,Jan,Y,M,White shark,2010,37.0
362,Unprovoked,mozambique,Swimming,27,"Zambesi shark, 2m ",Dec,N,M,Unspecified,2009,27.0
363,Unprovoked,australia,Spearfishing,18,"Bull shark, 3m",Dec,N,M,Bull shark,2009,18.0
364,Provoked,usa,Diving,58,"Sandtiger shark, 8'",Dec,N,M,Unspecified,2009,58.0
365,Invalid,usa,Surfing,49,Shark involvement not confirmed,Nov,Unknown,M,Unspecified,2009,49.0
366,Unprovoked,usa,Wading,10,6' shark,Nov,N,M,Unspecified,2009,10.0
367,Unprovoked,usa,Fishing,31,Thresher shark,Nov,N,M,Unspecified,2009,31.0
368,Unprovoked,usa,Surfing,18,4' shark,Nov,N,M,Unspecified,2009,18.0
369,Unprovoked,australia,Kayaking,25,2 m shark,Nov,N,M,Unspecified,2009,25.0
370,Boating,australia,Kayaking,27,"White shark, 4m",Oct,N,M,White shark,2009,27.0
371,Unprovoked,usa,Surfing,54,6' to 8' shark,Oct,N,M,Unspecified,2009,54.0
372,Provoked,scotland,Diving,23,Angel shark,Oct,N,M,Unspecified,2009,23.0
373,Provoked,united kingdom,Fishing,39,Spurdog,Oct,N,M,Unspecified,2009,39.0
374,Invalid,usa,Swimming,60,Shark involvement prior to death not confirmed,Sep,Y,M,Unspecified,2009,60.0
375,Unprovoked,south africa,Surfing,25,White shark,Aug,Y,M,White shark,2009,25.0
376,Unprovoked,usa,Swimming,22,"White shark, 5' to 6' juvenile ",Aug,N,F,White shark,2009,22.0
377,Unprovoked,usa,Wade Fishing,56,Bull shark?,Aug,N,M,Bull shark,2009,56.0
378,Provoked,usa,Swimming,43,"Nurse shark, 6'",Jul,N,F,Unspecified,2009,43.0
379,Unprovoked,australia,Surfing,52,"Thought to involve a Bronze whale shark, 2m",Jun,N,M,Unspecified,2009,52.0
380,Invalid,usa,Crawling,14,"Shark involvement probable, but not confirmed",Jun,Unknown,M,Unspecified,2009,14.0
381,Unprovoked,egypt,Snorkeling,50,"Oceanic whitetip shark, 2.5 to 3m",Jun,Y,F,Unspecified,2009,50.0
382,Provoked,taiwan,Fishing,46,80 kg shark,May,N,M,Unspecified,2009,46.0
383,Unprovoked,usa,Surfing,31,blacktip or spinner shark,May,N,M,Unspecified,2009,31.0
384,Unprovoked,usa,Surfing,49,blacktip or spinner shark,May,N,M,Unspecified,2009,49.0
385,Unprovoked,usa,Surfing,55,blacktip or spinner shark,May,N,M,Unspecified,2009,55.0
386,Provoked,guam,Spearfishing,27,"Blacktip shark, 4'",May,N,M,Unspecified,2009,27.0
387,Unprovoked,usa,Surfing,31,2' to 3' shark,Apr,N,M,Unspecified,2009,31.0
388,Unprovoked,australia,Surf skiing ,40,2' to 3' shark,Apr,N,M,Unspecified,2009,40.0
389,Invalid,south africa,Swimming,24,Shark involvement not confirmed,Apr,Unknown,M,Unspecified,2009,24.0
390,Unprovoked,australia,Surfing,17,Bronze whaler shark?,Mar,N,M,Unspecified,2009,17.0
391,Unprovoked,usa,Surfing,17,3' to 4' shark,Mar,N,F,Unspecified,2009,17.0
392,Unprovoked,usa,Swimming,61,Thought to involve a cookie cutter shark,Mar,N,M,Unspecified,2009,61.0
393,Provoked,south africa,Fishing,40,"Blue shark, 1m",Mar,N,M,Unspecified,2009,40.0
394,Unprovoked,australia,Surfing,15,2.6 m shark,Mar,N,M,Unspecified,2009,15.0
395,Unprovoked,australia,Surfing,33,"White shark, 2.5m ",Feb,N,M,White shark,2009,33.0
396,Unprovoked,australia,"Diving, but on the surface when bitten by the shark",31,"Bull shark, 2.7 m ",Feb,N,M,Bull shark,2009,31.0
397,Unprovoked,australia,Surfing,41,"White shark, 12' ",Feb,N,M,White shark,2009,41.0
398,Unprovoked,cuba,Spearfishing,15,Bull shark,Jan,N,M,Bull shark,2009,15.0
399,Unprovoked,south africa,Swimming,25,Tiger shark,Jan,Y,M,Tiger shark,2009,25.0
400,Unprovoked,australia,Snorkeling,24,"Dusky shark, 2m",Jan,N,M,Unspecified,2009,24.0
401,Unprovoked,australia,Surfing,13,"White shark, 5m",Jan,N,F,White shark,2009,13.0
402,Unprovoked,australia,Surfing,31,"White shark, 3.5m",Jan,N,M,White shark,2009,31.0
403,Unprovoked,new zealand,Swimming,49,Broadnose sevengill shark,Jan,N,M,Unspecified,2009,49.0
404,Boating,australia,Kayaking,29,"White shark, 4m to 5m ",Dec,N,M,White shark,2008,29.0
405,Unprovoked,australia,Snorkeling,51,4 to 5m white shark,Dec,Y,M,Unspecified,2008,51.0
406,Provoked,south africa,Fishing,15,"Raggedtooth shark, 2m",Dec,N,M,Unspecified,2008,15.0
407,Provoked,australia,Scuba diving,34,"Grey nurse shark, 3m",Oct,N,M,Grey shark,2008,34.0
408,Unprovoked,croatia,Spearfishing,43,5 m white shark,Oct,N,M,Unspecified,2008,43.0
409,Unprovoked,usa,Surfing,40,+3' shark,Sep,N,M,Unspecified,2008,40.0
410,Provoked,australia,Swimming,43,Bronze whaler shark,Sep,N,M,Unspecified,2008,43.0
411,Unprovoked,usa,Surfing,40,Tiger shark,Sep,N,M,Tiger shark,2008,40.0
412,Unprovoked,australia,Surfing,51,3 m shark,Sep,N,M,Unspecified,2008,51.0
413,Unprovoked,usa,Surfing,52,4' shark,Sep,N,M,Unspecified,2008,52.0
414,Invalid,usa,Swimming,27,Shark involvement not confirmed,Aug,Unknown,M,Unspecified,2008,27.0
415,Unprovoked,usa,Surfing,26,6' shark,Aug,N,M,Unspecified,2008,26.0
416,Invalid,usa,Surfing,20,Shark involvement not confirmed,Aug,Unknown,F,Unspecified,2008,20.0
417,Unprovoked,usa,Treading water,38,8' bull shark or Caribbean reef shark,Aug,N,F,Unspecified,2008,38.0
418,Unprovoked,australia,Surfing,31,8' white shark or 7-gill shark,Jul,N,M,Unspecified,2008,31.0
419,Unprovoked,usa,Wading,8,3' to 4' shark,Jul,N,F,Unspecified,2008,8.0
420,Unprovoked,usa,Wading,16,4' shark,Jul,N,M,Unspecified,2008,16.0
421,Invalid,usa,Wading,53,Shark involvement prior to death not confirmed,Jun,Unknown,M,Unspecified,2008,53.0
422,Unprovoked,south africa,Surf skiing ,46,"White shark, 2m",Jun,N,M,White shark,2008,46.0
423,Unprovoked,usa,Swimming,37,4.5 to 5' shark,Jun,N,M,Unspecified,2008,37.0
424,Boating,usa,Kayaking,40,"White shark, 15'",Jun,N,F,White shark,2008,40.0
425,Unprovoked,usa,Body surfing,15,5' shark,Jun,N,F,Unspecified,2008,15.0
426,Unprovoked,brazil,Swimming,14,Bull shark,Jun,N,M,Bull shark,2008,14.0
427,Unprovoked,mexico,Surfing,49,3 m shark,May,N,M,Unspecified,2008,49.0
428,Unprovoked,australia,Swimming,37,"White shark, 4m",May,N,M,White shark,2008,37.0
429,Unprovoked,new caledonia,Fishing,40,2 small bull sharks,May,N,M,Unspecified,2008,40.0
430,Unprovoked,mexico,Surfing,24,Tiger shark,Apr,Y,M,Tiger shark,2008,24.0
431,Unprovoked,usa,Surfing,18,4' shark,Apr,N,M,Unspecified,2008,18.0
432,Unprovoked,new caledonia,Swimming,32,"Bull shark, 1.8m",Apr,N,M,Bull shark,2008,32.0
433,Unprovoked,usa,Swimming,66,"White shark, 12' to 15'",Apr,Y,M,White shark,2008,25.0
434,Invalid,mexico,Swimming,32,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",Apr,Unknown,M,Unspecified,2008,32.0
435,Invalid,australia,Surfing,19,Shark involvement not confirmed; thought to be a barracuda bite,Apr,Unknown,M,Unspecified,2008,19.0
436,Unprovoked,usa,Surfing,30,1.5' to 2' shark,Apr,N,M,Unspecified,2008,30.0
437,Unprovoked,australia,Body boarding,16,Bull shark,Apr,Y,M,Bull shark,2008,16.0
438,Unprovoked,usa,Surfing,52,4' to 5' shark,Mar,N,M,Unspecified,2008,52.0
439,Unprovoked,usa,Walking out of the water after surfing,13,2.5' shark,Mar,N,M,Unspecified,2008,13.0
440,Unprovoked,usa,Jet skiing,8,Shark involvement not confirmed,Mar,N,M,Unspecified,2008,8.0
441,Unprovoked,usa,Surfing,27,White shark,Mar,N,M,White shark,2008,27.0
442,Unprovoked,bahamas,Diving,49,"A bull shark, according to some of the divers on the boat",Feb,Y,M,Unspecified,2008,49.0
443,Provoked,australia,Accidentally stood on hooked shark's tail before attempting to gut it ,20,"Mako shark, 90kg",Jan,N,M,Unspecified,2008,20.0
444,Unprovoked,australia,Surfing,31,2 m shark,Dec,N,M,Unspecified,2007,31.0
445,Invalid,australia,Swimming,34,Not a shark attack; it was a hoax,Dec,Unknown,M,Unspecified,2007,34.0
446,Unprovoked,usa,Surfing,52,Tiger shark,Dec,N,M,Tiger shark,2007,52.0
447,Unprovoked,south africa,Surfing,14,1.5 to 2 m shark,Nov,N,M,Unspecified,2007,14.0
448,Unprovoked,usa,Surfing,21,4' to 5' shark,Nov,N,M,Unspecified,2007,21.0
449,Unprovoked,usa,Surfing,42,5' shark,Nov,N,M,Unspecified,2007,42.0
450,Unprovoked,south africa,Surfing,37,"White shark, 3m to 4m",Nov,N,M,White shark,2007,37.0
451,Unprovoked,usa,Floating,32,Tiger shark,Oct,N,M,Tiger shark,2007,32.0
452,Unprovoked,australia,Surf-skiing,52,"White shark, 2.5m ",Oct,N,F,White shark,2007,52.0
453,Unprovoked,australia,Spearfishing,31,Bronze whaler shark,Oct,N,M,Unspecified,2007,31.0
454,Unprovoked,usa,Surfing,22,3' to 4' shark,Oct,N,M,Unspecified,2007,22.0
455,Unprovoked,usa,Surfing,16,"Blacktip shark, 5'",Oct,N,M,Unspecified,2007,16.0
456,Unprovoked,new caledonia,Swimming,23,Tiger shark,Sep,Y,F,Tiger shark,2007,23.0
457,Unprovoked,bahamas,Spearfishing,48,Caribbean reef shark,Sep,N,F,Unspecified,2007,48.0
458,Unprovoked,egypt,Swimming,18 or 20,Oceanic whitetip sharks were in the vicinity,Sep,N,F,Unspecified,2007,18.0
459,Unprovoked,usa,Surfing,23,3' shark,Sep,N,M,Unspecified,2007,23.0
460,Unprovoked,usa,Surfing,Teen,9.5' shark?,Sep,N,F,Unspecified,2007,28.07
461,Unprovoked,usa,Snorkeling,14,"Nurse shark, 2' to 3' ",Sep,N,M,Unspecified,2007,14.0
462,Unprovoked,usa,Jumping,12,"18"" to 24"" shark",Sep,N,F,Unspecified,2007,12.0
463,Unprovoked,usa,Swimming,58,Possibly a spinner shark,Sep,N,M,Unspecified,2007,58.0
464,Unprovoked,usa,Body boarding,15,"Tiger shark, 10' to 12' ",Aug,N,M,Tiger shark,2007,15.0
465,Unprovoked,usa,Surfing,24,"White shark, 12'",Aug,N,M,White shark,2007,24.0
466,Unprovoked,usa,Surfing,54,3' shark,Aug,N,M,Unspecified,2007,54.0
467,Unprovoked,usa,Surfing,27,3' shark,Aug,N,M,Unspecified,2007,27.0
468,Unprovoked,usa,Surfing,16,4' to 5' shark,Aug,N,M,Unspecified,2007,16.0
469,Unprovoked,usa,Floating near boat & observing bioluminesce,20,Possibly a 6' bull shark,Aug,N,M,Unspecified,2007,20.0
470,Unprovoked,usa,Swimming,15, ,Aug,N,F,Unspecified,2007,15.0
471,Unprovoked,usa,Jumped into the water,19,Possibly a 10' bull shark,Aug,N,F,Unspecified,2007,19.0
474,Unprovoked,usa,Swimming,14,2' to 3' shark,Jul,N,M,Unspecified,2007,14.0
475,Invalid,usa,Swimming,43,Shark involvement not confirmed,Jul,Unknown,F,Unspecified,2007,43.0
476,Unprovoked,usa,Wading,30,5' shark,Jul,N,F,Unspecified,2007,30.0
477,Unprovoked,bahamas,Spearfishing,48,"Bull shark, 5' ",Jul,N,F,Bull shark,2007,48.0
478,Unprovoked,usa,Surfing,20,4' shark,Jun,N,M,Unspecified,2007,20.0
479,Invalid,usa,Surfing,9,Shark involvement not confirmed,Jun,Unknown,F,Unspecified,2007,9.0
480,Provoked,usa,Reviving a sedated shark,40,A 10-year-old 94-pound pregnant blacktip reef shark,May,N,F,Unspecified,2007,40.0
482,Unprovoked,australia,Wading,38,2.5 m shark,May,N,F,Unspecified,2007,38.0
483,Unprovoked,australia,Surfing,19,10' shark,May,N,M,Unspecified,2007,19.0
484,Unprovoked,usa,Surfing,21,4' to 5' shark,May,N,F,Unspecified,2007,21.0
485,Invalid,australia,Swimming,45,Shark involvement prior to death was not confirmed,May,Unknown,M,Unspecified,2007,45.0
486,Unprovoked,usa,Snorkeling,63,"Tiger shark, 14' ",May,N,F,Tiger shark,2007,63.0
487,Unprovoked,usa,Swimming,68,6' to 8' shark,May,N,M,Unspecified,2007,25.0
488,Unprovoked,australia,Swimming / jumping off a jetty,13,"""a small shark""",Apr,N,F,Unspecified,2007,13.0
489,Unprovoked,usa,Body boarding,12,blacktip or spinner shark,Apr,N,M,Unspecified,2007,12.0
490,Unprovoked,usa,Surfing,24,3' to 4' shark,Apr,N,M,Unspecified,2007,24.0
491,Unprovoked,new caledonia,Surfing,26,Tiger shark,Apr,N,M,Tiger shark,2007,26.0
492,Unprovoked,usa,Surfing,27,3' shark,Mar,N,M,Unspecified,2007,27.0
493,Unprovoked,usa,Surfing,11,4' to 5' shark,Mar,N,M,Unspecified,2007,11.0
494,Unprovoked,australia,Surfing,42,1.5 m shark,Mar,N,F,Unspecified,2007,42.0
495,Unprovoked,australia,Swimming,59,2 to 2.5 m shark,Mar,N,F,Unspecified,2007,59.0
496,Unprovoked,new caledonia,Spearfishing (free diving),30,Tiger shark,Jan,N,M,Tiger shark,2007,30.0
497,Unprovoked,australia,Diving,41,"White shark, 3m",Jan,N,M,White shark,2007,41.0
498,Unprovoked,south africa,Swimming / Body Surfing,24,Tiger shark,Jan,Y,M,Tiger shark,2007,24.0
499,Invalid,usa,Surfing,54,"24"" to 30"" shark",Jan,Unknown,M,Unspecified,2007,54.0
500,Unprovoked,usa,Surfing,24,"6' to 8' shark, possibly a tiger shark",Jan,N,M,Unspecified,2007,24.0
501,Unprovoked,australia,Surfing,25,2.5 to 3 m shark,Dec,N,M,Unspecified,2006,25.0
502,Unprovoked,new zealand,Surfing,10,2 to 3 m shark,Dec,N,M,Unspecified,2006,10.0
503,Unprovoked,usa,Surfing,43,"White shark, 12' to 15' ",Dec,N,M,White shark,2006,43.0
504,Provoked,south africa,Fishing,25,"Raggedtooth shark, 150-kg",Dec,N,M,Unspecified,2006,25.0
505,Unprovoked,australia,Body boarding,15,"White shark, 5m ",Dec,N,M,White shark,2006,15.0
506,Unprovoked,usa,Swimming,29,2 m to 3 m shark,Nov,N,M,Unspecified,2006,29.0
507,Unprovoked,usa,Surfing,22,"White shark, 16' ",Oct,N,M,White shark,2006,22.0
508,Unprovoked,usa,Playing soccer in the water,18,3' to 3.5' shark,Oct,N,M,Unspecified,2006,18.0
509,Unprovoked,usa,Swimming,55,Spinner shark,Sep,N,M,Unspecified,2006,55.0
510,Invalid,australia,Diving,44,No shark involvement,Sep,Unknown,M,Unspecified,2006,44.0
511,Unprovoked,usa,Standing,33,3' shark,Sep,N,M,Unspecified,2006,33.0
512,Unprovoked,south africa,Lifesaving drill,24,White shark,Aug,N,M,White shark,2006,24.0
513,Unprovoked,usa,Surfing,41,White shark?,Jul,N,M,White shark,2006,41.0
514,Unprovoked,south africa,Surf-skiing,19,"White shark, 3m to 4m",Jul,N,M,White shark,2006,19.0
515,Unprovoked,usa,Surfing,14, ,Jul,N,M,Unspecified,2006,14.0
516,Unprovoked,usa,Standing,49,"Angel shark, 1.2m ",Jul,N,M,Unspecified,2006,49.0
517,Unprovoked,usa,Body boarding,14,5' to 6' spinner or bull shark,Jul,N,F,Unspecified,2006,14.0
518,Unprovoked,usa,Surfing,22,Possibly a 1' to 3' blacktip or spinner shark,Jun,N,F,Unspecified,2006,22.0
519,Unprovoked,usa,Surfing,24,2' to 3' shark,Jun,N,M,Unspecified,2006,24.0
520,Unprovoked,usa,Playing,7,3' to 4' shark,Jun,N,F,Unspecified,2006,7.0
521,Unprovoked,australia,Surfing,40,14' white shark,Jun,N,M,Unspecified,2006,40.0
522,Unprovoked,usa,Spearfishing,26,"Tiger shark, 8' to 12'",May,N,M,Tiger shark,2006,26.0
523,Provoked,usa,Spearfishing,15,"Grey reef shark, 5' to 8' ",May,N,M,Grey shark,2006,15.0
524,Unprovoked,usa,Scuba diving,30s,"Tiger shark, 10' to 12'",May,N,F,Tiger shark,2006,30.0
525,Provoked,australia,Snorkeling,46,"Wobbegong shark, 2 m ",May,N,M,Unspecified,2006,46.0
526,Provoked,usa,Fishing,35,"Bull shark, 4' to bull shark",Apr,N,M,Bull shark,2006,35.0
527,Unprovoked,australia,Surfing,15,"Bronze whaler shark, a  juvenile ",Apr,N,M,Unspecified,2006,15.0
528,Unprovoked,south africa,Body boarding,15,"Raggedtooth shark, 2.5 m to 3 m ",Apr,N,M,Unspecified,2006,15.0
529,Unprovoked,brazil,Swimming,35,Tiger shark,Apr,N,M,Tiger shark,2006,35.0
530,Unprovoked,usa,Surfing,28,"Tiger shark, 10'  ",Mar,N,F,Tiger shark,2006,28.0
531,Unprovoked,fiji,Surfing,21,"Tiger shark, 5' ",Mar,N,M,Tiger shark,2006,21.0
532,Unprovoked,australia,Surfing,15,"Bronze whaler shark, 2 m",Mar,N,M,Unspecified,2006,15.0
533,Unprovoked,usa,Standing,15,5' to 7' shark,Feb,N,F,Unspecified,2006,15.0
534,Invalid,usa,Free diving,45,Invalid,Feb,Unknown,M,Unspecified,2006,45.0
535,Unprovoked,south africa,Surfing,15,Raggedtooth shark,Feb,N,M,Unspecified,2006,15.0
536,Unprovoked,tonga,Swimming,24,Tiger shark,Feb,Y,F,Tiger shark,2006,24.0
537,Boating,usa,Kayaking,57,12' to 18' shark,Feb,N,M,Unspecified,2006,57.0
538,Unprovoked,australia,Scuba diving,52,3.5 m white shark,Jan,N,M,Unspecified,2006,52.0
539,Unprovoked,australia,Swimming,21,Bull shark,Jan,Y,F,Bull shark,2006,21.0
540,Unprovoked,usa,Surfing,21,4' shark,Jan,N,M,Unspecified,2006,21.0
541,Unprovoked,usa,Surfing,30,White shark,Dec,N,M,White shark,2005,30.0
542,Unprovoked,usa,Swimming,29,Tiger shark,Dec,N,M,Tiger shark,2005,29.0
543,Unprovoked,australia,Spearfishing,44,Whitetip reef shark,Dec,N,M,Unspecified,2005,44.0
544,Unprovoked,usa,Surfing,23,4' shark,Nov,N,M,Unspecified,2005,23.0
545,Unprovoked,australia,Surfing,18,1.8 m shark,Nov,N,M,Unspecified,2005,18.0
546,Unprovoked,usa,Surfing,30s,4' shark,Nov,N,M,Unspecified,2005,30.0
547,Provoked,south africa,Fishing for sharks,32,"Raggedtooth shark, 2.5m ",Nov,N,M,Unspecified,2005,32.0
548,Unprovoked,usa,Surfing,18,6' shark,Nov,N,M,Unspecified,2005,18.0
549,Unprovoked,usa,Surfing,26,12' to 14' white shark,Nov,N,M,Unspecified,2005,26.0
550,Unprovoked,st. maartin,Standing,55,2' shark,Oct,N,M,Unspecified,2005,55.0
551,Unprovoked,south africa,Standing / Surfing,20,3 m shark,Oct,N,M,Unspecified,2005,20.0
552,Unprovoked,usa,Surfing,36,White shark,Oct,N,M,White shark,2005,36.0
553,Unprovoked,usa,Surfing,20,18' white shark,Oct,N,F,Unspecified,2005,20.0
554,Unprovoked,usa,Surfing,22,"Tiger shark, less than 10'",Oct,N,M,Tiger shark,2005,22.0
555,Unprovoked,grand cayman,Scuba diving,57,Caribbean reef sharks,Oct,N,F,Unspecified,2005,57.0
556,Unprovoked,south africa,Surf-skiing,52,White shark,Oct,N,M,White shark,2005,52.0
557,Unprovoked,australia,Surfing,26,14' to 16' white shark,Sep,N,M,Unspecified,2005,26.0
558,Unprovoked,australia,Surfing,44,Bronze whaler shark,Sep,N,M,Unspecified,2005,44.0
559,Unprovoked,usa,Body surfing,68,3' to 4' shark,Sep,N,F,Unspecified,2005,25.0
560,Unprovoked,usa,Wading,18,Bull shark,Sep,N,F,Bull shark,2005,18.0
561,Unprovoked,australia,Surfing,40,4 m [13'] white shark,Sep,N,M,Unspecified,2005,40.0
562,Unprovoked,australia,Scuba diving,23,White shark,Aug,Y,M,White shark,2005,23.0
563,Unprovoked,usa,Surfing,37,juvenile white shark,Aug,N,M,Unspecified,2005,37.0
564,Invalid,usa,"Boogie boarding, kicked at object in the water",17,Shark involvement not confirmed,Aug,Unknown,M,Unspecified,2005,17.0
565,Unprovoked,usa,Swimming,8,Possibly a sandbar shark or small blacktip shark,Aug,N,M,Unspecified,2005,8.0
